CodigoAntiguo;IdDoc;CodigoNuevo;Gerencia;Area;EstadoDocumento;Aprobador;Elaborador;FechaVigencia;UltimaRevision;NroRevision;Revisor ;TipoDocumento;Validador;Verificador;Confidencial;Distribuidor;FechaAprobacion;FechaEdicion;NroEdicion;Pais;Titulo
IDE-TA-08;;IDE-TA-08;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;"nalcocer@exsa.net; lcardenas@exsa.net; jcarrizales@exsa.net; JMARROQUIN@exsa.net; arojas@exsa.net; rtenorio@exsa.net";;10/09/2009;15/04/2016;3;Perú;Pesado XI-302
IDE-TA-09;;IDE-TA-09;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;"nalcocer@exsa.net; lcardenas@exsa.net; jcarrizales@exsa.net; JMARROQUIN@exsa.net; arojas@exsa.net; rtenorio@exsa.net";;10/09/2009;15/04/2016;3;Perú;TABLA DE AGREGADO ZETA 101/102
IDE-TA-10;;IDE-TA-10;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;"nalcocer@exsa.net; lcardenas@exsa.net; jcarrizales@exsa.net; JMARROQUIN@exsa.net; arojas@exsa.net; rtenorio@exsa.net";;10/09/2009;15/04/2016;5;Perú;SELECTOR DE PESOS  BALANZA NGL
IDE-TA-102;;IDE-TA-102;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;"nalcocer@exsa.net; lcardenas@exsa.net; jcarrizales@exsa.net; JMARROQUIN@exsa.net; arojas@exsa.net; rtenorio@exsa.net";;15/01/2016;15/01/2016;1;Perú;PARAMETROS DE CONTROL SLURREX MA
IDE-TA-103;;IDE-TA-103;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;"nalcocer@exsa.net; lcardenas@exsa.net; jcarrizales@exsa.net; JMARROQUIN@exsa.net; arojas@exsa.net; rtenorio@exsa.net";;15/01/2016;15/01/2016;1;Perú;PARAMETROS DE CONTROL SLURREX BS
IDE-TA-104;;IDE-TA-104;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;;;15/01/2016;15/01/2016;1;Perú;PARAMETROS E CONTROL SLURREX TC
IDE-TA-105;;IDE-TA-105;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;;;15/01/2016;15/01/2016;1;Perú;PARAMETROS DE CONTROL EMULSION QUANTEX
IDE-TA-106;;IDE-TA-106;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;;;29/04/2016;29/04/2016;1;Perú;PARAMETROS CONTROL EXAMON P
IDE-TA-107;;IDE-TA-107;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;;;29/04/2016;29/04/2016;1;Perú;PARAMETROS CONTROL EXAMON Q
IDE-TA-108;;IDE-TA-108;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;;;29/04/2016;29/04/2016;1;Perú;PARAMETROS EXAMON P EXP
IDE-TA-109;;IDE-TA-109;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;;;25/07/2016;25/07/2016;1;Perú;PARAMETROS DE CONTROL EXAMON Q EXP
IDE-TA-11;;IDE-TA-11;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;;;26/12/2007;15/04/2016;2;Perú;TEMPERATURAS DE TRABAJO DEL BAÑO HOTMELT
IDE-TA-111;;IDE-TA-111;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;;;25/02/2016;25/02/2016;1;Perú;PARAMETROS CONTROL EE EXAGEL E
IDE-TA-112;;IDE-TA-112;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;;;15/01/2016;15/01/2016;1;Perú;PARAMETROS DE CONTROL EE EMULEX 45
IDE-TA-113;;IDE-TA-113;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;;;15/01/2016;15/01/2016;1;Perú;PARAMETROS DE CONTROL EE EMULEX
IDE-TA-114;;IDE-TA-114;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;;;25/02/2016;25/02/2016;1;Perú;PARAMETROS CONTROL EE SEMEXSA E
IDE-TA-115;;IDE-TA-115;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;;;25/02/2016;25/02/2016;1;Perú;PARAMETROS CONTROL SLURREX AP GRANEL
IDE-TA-116;;IDE-TA-116;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;;;25/02/2016;25/02/2016;1;Perú;PARAMETROS CONTROL SLURREX AP EE
IDE-TA-117;;IDE-TA-117;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;;;15/01/2016;15/01/2016;1;Perú;TEMPERATURA TINA ENFRIAMIENTO 1
IDE-TA-118;;IDE-TA-118;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;;;15/01/2016;15/01/2016;1;Perú;TEMPERATURA TINA ENFRIAMIENTO 2
IDE-TA-119;;IDE-TA-119;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;;;15/01/2016;15/01/2016;1;Perú;TEMPERATURA FINAL MATRIZ GRANEL
IDE-TA-120;;IDE-TA-120;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;;;17/01/2016;17/01/2016;1;Perú;TEMPERATURA FINAL ENCARTUCHADO
IDE-TA-121;;IDE-TA-121;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;;;13/05/2016;15/06/2016;2;Perú;RANGOS DE DENSIDADES EMULSIONES
IDE-TA-13;;IDE-TA-13;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;;;26/12/2007;15/04/2016;2;Perú;PRESIÓN NEUMÁTICA MÁQUINA CRIMPADORA
IDE-TA-14;;IDE-TA-14;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;;;28/12/2007;15/04/2016;2;Perú;TEMPERATURAS DE TRABAJO DEL BAÑO DELTA-101
IDE-TA-16;;IDE-TA-16;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;;;10/09/2009;6/06/2017;5;Perú;PESADO DE XI-451
IDE-TA-17;;IDE-TA-17;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;;;10/09/2009;15/04/2016;4;Perú;RELACION DE FLUJOS XI-881
IDE-TA-18;;IDE-TA-18;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;;;10/09/2009;15/04/2016;3;Perú;TEMPERATURAS DE AGREGADOS
IDE-TA-21;;IDE-TA-21;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;;;20/09/2010;15/04/2016;3;Perú;PESADO IOTA-471
IDE-TA-23;;IDE-TA-23;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;;;10/09/2009;15/04/2016;3;Perú;PESADO  XI-102  2016
IDE-TA-231;;IDE-TA-231;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;;;9/07/2008;15/04/2016;3;Perú;PARÁMETROS DE PRODUCCIÓN MZ-9900 /RHO 411 / RHO 913
IDE-TA-241;;IDE-TA-241;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;;;15/11/2014;15/11/2014;2;Perú;PARAMETROS DE PRODUCCIÓN MZ-9960
IDE-TA-25;;IDE-TA-25;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;;;10/06/2016;10/06/2016;1;Perú;PESADO PI-561
IDE-TA-26;;IDE-TA-26;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;;;15/04/2016;15/04/2016;1;Perú;PESADO PI-561
IDE-TA-261;;IDE-TA-261;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;;;23/10/2017;23/10/2017;1;Perú;PARAMETROS DE PRODUCCION SLURREX-TCQ EXP
IDE-TA-27;;IDE-TA-27;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;;;15/04/2016;15/04/2016;1;Perú;PESADO PI-561
IDE-TA-271;;IDE-TA-271;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;;;23/10/2017;23/10/2017;1;Perú;PARAMETROS DE PRODUCCION SLURREX G
IDE-TA-28;;IDE-TA-28;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;;;15/04/2016;15/04/2016;1;Perú;PESADO REPROCESO
IDE-TA-29;;IDE-TA-29;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;;;7/10/2016;7/10/2016;1;Perú;TABLA PESADO XI-740 DINAMITA CON BLASTING
IDE-TA-291;;IDE-TA-291;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;;;7/02/2014;7/02/2014;1;Perú;PARÁMETROS DE PRODUCCIÓN
IDE-TA-30;;IDE-TA-30;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;;;15/11/2016;15/11/2016;1;Perú;PESADO PI-561
IDE-TA-301;;IDE-TA-301;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;;;15/11/2014;15/11/2014;4;Perú;PARAMETROS DE PRODUCCION  MZ – 9900 / RHO – 411 / RHO – 913
IDE-TA-321;;IDE-TA-321;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;;;15/11/2014;15/11/2014;4;Perú;PARAMETROS DE PRODUCCIÓN MZ – 9960 / RHO – 414 / RHO – 915
IDE-TA-341;;IDE-TA-341;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;;;23/10/2015;23/10/2015;1;Perú;PARÁMETROS DE PRODUCCIÓN SLURREX BS MZ-9970 / RHO-415 / RHO-934
IDE-TA-341;;IDE-TA-341;Sustentabilidad ;Investigación y Desarrollo ;Aprobado;;;;;0;"rtenorio@exsa.net";TABLA;;;;;23/10/2015;23/10/2015;1;Perú;PARÁMETROS DE PRODUCCIÓN SLURREX BS MZ-9970 / RHO-415 / RHO-934
LEG-F-001;;LEG-F-001;Administración y Finanzas ;Legal ;Aprobado;;;;;0;azavala@exsa.net;FORMATO;;;;;16/01/2016;16/01/2016;1;Perú;APRECICACION Y APLICACIÓN DE REQUISITOS  LEGALES Y OTROS REQUISITOS
LEG-F-002;;LEG-F-002;Administración y Finanzas ;Legal ;Aprobado;;;;;0;azavala@exsa.net;FORMATO;;;;;16/01/2016;16/01/2016;1;Perú;EVALUACIÓN DE REQUISITOS LEGALES
LEG-F-003;;LEG-F-003;Administración y Finanzas ;Legal ;Aprobado;;;;;0;azavala@exsa.net;FORMATO;;;;;3/11/2017;3/11/2017;1;Perú;CONTROL DE REDACCION, REVISION Y APROBACION DE DOCUMENTOS
LEG-POL-001;;LEG-POL-001;Administración y Finanzas ;Legal ;Aprobado;;;;;0;eromero@exsa.net;POLÍTICA;;;;;5/11/2018;5/11/2018;1;Perú;POLÍTICA DE LIBRE COMPETENCIA
LEG-POL-002;;LEG-POL-002;Administración y Finanzas ;Legal ;Aprobado;;;;;0;eromero@exsa.net;POLÍTICA;;;;;5/11/2018;5/11/2018;1;Perú;POLÍTICA DE PREVENCIÓN DE LA CORRUPCIÓN, LAVADO DE ACTIVOS Y FINANCIAMIENTO DEL TERRORISMO
LEG-POL-003;;LEG-POL-003;Administración y Finanzas ;Legal ;Aprobado;;;;;0;eromero@exsa.net;POLÍTICA;;;;;5/11/2018;5/11/2018;1;Perú;POLÍTICA DE CUMPLIMIENTO
LEG-P-001;;LEG-P-001;Administración y Finanzas ;Legal ;Aprobado;;;;;0;eromero@exsa.net;PROCEDIMIENTO;;;;;16/01/2016;30/09/2016;1;Perú;IDENTIFICACION, ACCESO, ACTUALIZACION Y VERIFICACION DEL CUMPLIMIENTO  DE REQUISITOS LEGALES
MEX-F-142;;MAN-F-001;Operaciones ;Mantenimiento Explosivos;Aprobado;;;;;0;lvelasco@exsa.net;FORMATO;;;;;19/11/2007;15/01/2014;2;Perú;PERMISO DE CONDUCIR
MEX-F-262;;MAN-F-002;Operaciones ;Mantenimiento Explosivos;Aprobado;;;;;0;lvelasco@exsa.net;FORMATO;;;;;18/11/2014;18/11/2014;1;Perú;GESTION DE CAMBIOS
MEX-F-263;;MAN-F-003;Operaciones ;Mantenimiento Explosivos;Aprobado;;;;;0;lvelasco@exsa.net;FORMATO;;;;;23/02/2016;23/02/2016;1;Perú;Plan de acción: Charla 5 minutos
MEX-F-264;;MAN-F-004;Operaciones ;Mantenimiento Explosivos;Aprobado;;;;;0;lvelasco@exsa.net;FORMATO;;;;;10/01/2017;10/01/2017;1;Perú;CARTILLA DE INSPECCIÓN ALMACENES
MEX-F-265;;MAN-F-005;Operaciones ;Mantenimiento Explosivos;Aprobado;;;;;0;lvelasco@exsa.net;FORMATO;;;;;7/02/2016;7/02/2016;1;Perú;   CARTILLA DE INSPECCIÓN DE MANTENIMIENTO PREVENTIVO ELECTRICO
MEX-F-266;;MAN-F-006;Operaciones ;Mantenimiento Explosivos;Aprobado;;;;;0;lvelasco@exsa.net;FORMATO;;;;;7/02/2016;7/02/2016;1;Perú;CARTILLA DE INSPECCIÓN DE MANTENIMIENTO PREVENTIVO 
MEX-P-005;;MAN-P-001;Operaciones ;Mantenimiento Explosivos;Aprobado;;;;;0;lballena@exsa.net ;PROCEDIMIENTO;;;;;4/06/2014;4/06/2014;1;Perú;PROCEDIMIENTO MANTENIMIENTO DE BOMBA ALLWEILER
MEX-P-017;;MAN-P-002;Operaciones ;Mantenimiento Explosivos;Aprobado;;;;;0;lballena@exsa.net ;PROCEDIMIENTO;;;;;11/12/2017;11/12/2017;1;Perú;ASEGURAMIENTO DE ELEMENTOS DE FIJACIÓN EN MAQUINAS E INSTALACIONES
MEX-P-020;;MAN-P-002;Operaciones ;Mantenimiento Explosivos;Aprobado;;;;;0;lballena@exsa.net ;PROCEDIMIENTO;;;;;11/12/2017;11/12/2017;1;Perú;GUARDAS DE SEGURIDAD
MEX-P-021;;MAN-P-003;Operaciones ;Mantenimiento Explosivos;Aprobado;;;;;0;lballena@exsa.net ;PROCEDIMIENTO;;;;;6/04/2018;6/04/2018;1;Perú;PLANIFICACIÓN Y PROGRAMACIÓN DE MANTENIMIENTO
FLO-STAD-003;;FLO-STAD-003;Logística ;Mantenimiento Flota ;Aprobado;;;;;0;jayma@exsa.net;ESTANDARES;;;;;11/02/2019;11/02/2019;1;Perú;ESTÁNDAR / GENERACION DE DOCUMENTOS DE VEHICULOS Y EQUIPOS FLOTA
FLO-STAD-004;;FLO-STAD-004;Logística ;Mantenimiento Flota ;Aprobado;;;;;0;jayma@exsa.net;ESTANDARES;;;;;11/02/2019;11/02/2019;1;Perú;ESTÁNDAR DE CAJAS DE MADERA PARA EL TRASLADO DE ACCESORIOS EXPLOSIVOS
FLO-F-001;;FLO-F-001;Logística ;Mantenimiento Flota ;Aprobado;;;;;0;johuaman@exsa.net;FORMATO;;;;;26/12/2017;26/12/2017;1;Perú;CHECK LIST DE CAMION MEZCLADOR GRAFICO
FLO-F-003;;FLO-F-003;Logística ;Mantenimiento Flota ;Aprobado;;;;;0;johuaman@exsa.net;FORMATO;;;;;26/12/2017;26/12/2017;1;Perú;FORMATO BACKLOG
FLO-F-006;;FLO-F-006;Logística ;Mantenimiento Flota ;Aprobado;;;;;0;johuaman@exsa.net;FORMATO;;;;;26/12/2017;26/12/2017;1;Perú;VALE DE SALIDA MANUAL
FLO-F-008;;FLO-F-008;Logística ;Mantenimiento Flota ;Aprobado;;;;;0;johuaman@exsa.net;FORMATO;;;;;13/07/2018;13/07/2018;1;Perú;CHECK LIST MINICARGADOR
FLO-F-010;;FLO-F-010;Logística ;Mantenimiento Flota ;Aprobado;;;;;0;johuaman@exsa.net;FORMATO;;;;;26/12/2017;26/12/2017;1;Perú;FORMATO PREAFA
FLO-F-015;;FLO-F-015;Logística ;Mantenimiento Flota ;Aprobado;;;;;0;johuaman@exsa.net;FORMATO;;;;;26/12/2017;26/12/2017;1;Perú;ACTA DE DESECHO DE REPUESTO USADO
FLO-F-025;;FLO-F-025;Logística ;Mantenimiento Flota ;Aprobado;;;;;0;johuaman@exsa.net;FORMATO;;;;;26/12/2017;26/12/2017;1;Perú;CHECK LIST BOMBA DE CAVIDAD PROGRESIVA
FLO-F-027;;FLO-F-027;Logística ;Mantenimiento Flota ;Aprobado;;;;;0;johuaman@exsa.net;FORMATO;;;;;13/07/2018;13/07/2017;1;Perú;CHECK LIST MONTACARGAS
FLO-F-028;;FLO-F-028;Logística ;Mantenimiento Flota ;Aprobado;;;;;0;johuaman@exsa.net;FORMATO;;;;;13/07/2018;13/07/2017;1;Perú;CHECK LIST MODULO DE BOMBEO EM
FLO-F-029;;FLO-F-029;Logística ;Mantenimiento Flota ;Aprobado;;;;;0;johuaman@exsa.net;FORMATO;;;;;26/12/2017;30/04/2018;3;Perú;ASEGURAMIENTO DE PERNOS
FLO-F-030;;FLO-F-030;Logística ;Mantenimiento Flota ;Aprobado;;;;;0;johuaman@exsa.net;FORMATO;;;;;13/07/2018;13/07/2017;1;Perú;CHECK LIST DE OPERACIÓN QUANTEX CAMIÓN MEZCLADOR
FLO-F-032;;FLO-F-032;Logística ;Mantenimiento Flota ;Aprobado;;;;;0;johuaman@exsa.net;FORMATO;;;;;26/10/2018;26/10/2018;2;Perú;Entrega y recepción de camioneta
FLO-F-034;;FLO-F-034;Logística ;Mantenimiento Flota ;Aprobado;;;;;0;johuaman@exsa.net;FORMATO;;;;;10/08/2018;10/08/2018;1;Perú;CHECK LIST TELEHANDER
FLO-F-038;;FLO-F-038;Logística ;Mantenimiento Flota ;Aprobado;;;;;0;johuaman@exsa.net;FORMATO;;;;;6/02/2019;6/02/2019;1;Perú;Check list de Moto Lineal
FLO-F-039;;FLO-F-039;Logística ;Mantenimiento Flota ;Aprobado;;;;;0;johuaman@exsa.net;FORMATO;;;;;6/02/2019;6/02/2019;1;Perú;Check list de Cuatrimoto
FLO-F-040;;FLO-F-040;Logística ;Mantenimiento Flota ;Aprobado;;;;;0;johuaman@exsa.net;FORMATO;;;;;22/03/2019;22/03/2019;1;Perú;INSPECCION TECNICA DE TELEHANDER
FO-F-009;;FLO-F-009;Logística ;Mantenimiento Flota ;Aprobado;;;;;0;johuaman@exsa.net;FORMATO;;;;;26/12/2017;26/12/2017;1;Perú;INSPECCION DE DISPOSITIVO DE SEGURIDAD
FLO-I-001;;FLO-I-001;Logística ;Mantenimiento Flota ;Aprobado;;;;;0;johuaman@exsa.net;INSTRUCCIÓN;;;;;13/07/2018;13/07/2018;1;Perú;CLASIFICACION DE REPUESTOS EN TALLER SIVE
FLO-I-002;;FLO-I-002;Logística ;Mantenimiento Flota ;Aprobado;;;;;0;johuaman@exsa.net;INSTRUCCIÓN;;;;;13/07/2018;13/07/2018;1;Perú;INSTRUCTIVO DE ALMACENAMIENTO, SELLADO Y ROTULADO DE COMPONENTES
FLO-P-001;;FLO-P-001;Logística ;Mantenimiento Flota ;Aprobado;;;;;0;jayma@exsa.net;PROCEDIMIENTO;;;;;27/06/2017;27/06/2017;1;Perú;ADQUISICIÓN DE EQUIPOS
FLO-P-002;;FLO-P-002;Logística ;Mantenimiento Flota ;Aprobado;;;;;0;jayma@exsa.net;PROCEDIMIENTO;;;;;27/06/2017;27/06/2017;1;Perú;PLANIFICACIÓN Y EJECUCIÓN DE MANTENIMIENTO
MKT-F-004;;MKT-F-004;Comercial y Marketing;Marketing y Comunicaciones ;Aprobado;;;;;0;emontoya@exsa.net;FORMATO;;;;;27/10/2017;27/10/2017;1;Perú;CLIENTES PAQUETIZADOS EN SUBTERRÁNEO
MKT-LI-001;;MKT-LI-001;Comercial y Marketing;Marketing y Comunicaciones ;Aprobado;;;;;0;emontoya@exsa.net;LISTADO;;;;;2/11/2018;2/11/2018;1;Perú;LISTADO DE CLIENTES PLATINUM
MKT-P-004;;MKT-P-004;Comercial y Marketing;Marketing y Comunicaciones ;Aprobado;;;;;0;fdiaz@exsa.net;PROCEDIMIENTO;;;;;3/10/2016;3/10/2016;1;Perú;AMPLIACIÓN DE PORTAFOLIO
PDE-MA-001;;CDE-MA-001;Comercial y Marketing;Control y Planificación de la Demanda;Aprobado;;;;;0;asalcedo@exsa.net;MANUAL;;;;;18/12/2013;13/02/2014;2;Perú;MANUAL SAP PLANES DE DEMANDA DE LARGO PLAZO 
PDE-MA-003;;CDE-MA-002;Comercial y Marketing;Control y Planificación de la Demanda;Aprobado;;;;;0;asalcedo@exsa.net;MANUAL;;;;;18/12/2013;13/02/2014;2;Perú;MANUAL SAP PLANES DE DEMANDA DE CORTO PLAZO 
PDE-P-001;;CDE-P-001;Comercial y Marketing;Control y Planificación de la Demanda;Aprobado;;;;;0;asalcedo@exsa.net;PROCEDIMIENTO;;;;;18/12/2013;11/07/2017;2;Perú;CONTROL DE LA DEMANDA
PDE-P-002;;CDE-P-002;Comercial y Marketing;Control y Planificación de la Demanda;Aprobado;;;;;0;asalcedo@exsa.net;PROCEDIMIENTO;;;;;18/12/2013;23/05/2017;2;Perú;PLANEACIÓN DE LA DEMANDA
PDE-P-005;;CDE-P-003;Comercial y Marketing;Control y Planificación de la Demanda;Aprobado;;;;;0;asalcedo@exsa.net;PROCEDIMIENTO;;;;;11/07/2017;11/07/2017;1;Perú;NEGOCIACIÓN DE CONTROL DE LA DEMANDA
PYC-F-001;;PYC-F-001;Administración y Finanzas ;Planeamiento y Control Financiero;Aprobado;;;;;0;jmartinez@exsa.net;FORMATO;;;;;26/05/2014;9/03/2017;2;Perú;NORMALIZACIÓN DE INDICADORES
PYC-F-002;;PYC-F-002;Administración y Finanzas ;Planeamiento y Control Financiero;Aprobado;;;;;0;jmartinez@exsa.net;FORMATO;;;;;26/05/2014;14/08/2017;2;Perú;REPORTE DE INDICADORES
PYC-F-003;;PYC-F-003;Administración y Finanzas ;Planeamiento y Control Financiero;Aprobado;;;;;0;jmartinez@exsa.net;FORMATO;;;;;26/05/2014;26/05/2014;1;Perú;MATRIZ DE SEGUIMIENTO
PYC-F-004;;PYC-F-004;Administración y Finanzas ;Planeamiento y Control Financiero;Aprobado;;;;;0;jmartinez@exsa.net;FORMATO;;;;;26/05/2014;26/05/2014;1;Perú;REPORTE STATUS MATRICES CONSOLIDADO
PYC-P-001;;PYC-P-001;Administración y Finanzas ;Planeamiento y Control Financiero;Aprobado;;;;;0;rabram@exsa.net;PROCEDIMIENTO;;;;;26/05/2014;26/05/2014;1;Perú;PROCEDIMIENTO DE CONTROL DE GESTIÓN
PYC-P-002;;PYC-P-002;Administración y Finanzas ;Planeamiento y Control Financiero;Aprobado;;;;;0;rabram@exsa.net;PROCEDIMIENTO;;;;;26/05/2014;26/05/2014;1;Perú;PROCEDIMIENTO PLANEAMIENTO ESTRATÉGICO ANUAL
PLI-F-002;;PLO-F-001;Operaciones ;Planificación de Operaciones;Aprobado;;;;;0;ngranda@exsa.net;FORMATO;;;;;16/12/2013;8/09/2017;2;Perú;SEGUIMIENTO DEL CRONOGRAMA DEL PLAN DE PRODUCCIÓN
PLI-F-003;;PLO-F-002;Operaciones ;Planificación de Operaciones ;Aprobado;;;;;0;ngranda@exsa.net;FORMATO;;;;;16/12/2013;8/09/2017;3;Perú;SEGUIMIENTO DEL CRONOGRAMA DEL PROGRAMA MAESTRO
PLI-F-006;;PLO-F-003;Operaciones ;Planificación de Operaciones ;Aprobado;;;;;0;ngranda@exsa.net;FORMATO;;;;;10/04/2014;8/09/2017;2;Perú;RESTRICCIONES
PLI-MA-001;;PLO-MA-001;Operaciones ;Planificación de Operaciones ;Aprobado;;;;;0;ngranda@exsa.net;MANUAL;;;;;22/01/2014;22/01/2014;1;Perú;Manual de Cumplimiento del Programa Maestro
PLI-MA-002;;PLO-MA-002;Operaciones ;Planificación de Operaciones;Aprobado;;;;;0;ngranda@exsa.net;MANUAL;;;;;21/01/2016;21/01/2016;2;Perú;ELABORACIÓN DEL PLAN DE PRODUCCIÓN IRRESTRICTO Y RESTRICTO EN SAP
PLI-MA-005;;PLO-MA-003;Operaciones ;Planificación de Operaciones;Aprobado;;;;;0;ngranda@exsa.net;MANUAL;;;;;30/12/2015;30/12/2015;1;Perú;MANUAL SAP DEL PROCESO DE ADMINISTRACIÓN DE LA DATA MAESTRA DE LAS HOJAS DE RUTA
PLI-MA-006;;PLO-MA-004;Operaciones ;Planificación de Operaciones;Aprobado;;;;;0;ngranda@exsa.net;MANUAL;;;;;30/12/2015;30/12/2015;1;Perú;MANUAL SAP DEL PROCESO DE ADMINISTRACIÓN DE LA DATA MAESTRA DE PUESTOS DE TRABAJO
PLI-MA-007;;PLO-MA-005;Operaciones ;Planificación de Operaciones;Aprobado;;;;;0;ngranda@exsa.net;MANUAL;;;;;30/12/2015;30/12/2015;1;Perú;MANUAL SAP DEL PROCESO DE ADMINISTRACIÓN DE LA DATA MAESTRA DE LAS RECETAS DE PLANIFICACIÓN
PLI-MA-008;;PLO-MA-006;Operaciones ;Planificación de Operaciones;Aprobado;;;;;0;ngranda@exsa.net;MANUAL;;;;;30/12/2015;30/12/2015;1;Perú;MANUAL SAP DEL PROCESO DE ADMINISTRACIÓN DE LA DATA MAESTRA DE LAS VERSIONES DE FABRICACIÓN
PLI-MA-009;;PLO-MA-007;Operaciones ;Planificación de Operaciones;Aprobado;;;;;0;ngranda@exsa.net;MANUAL;;;;;21/01/2016;21/01/2016;1;Perú;EVALUACIÓN DE ESCENARIOS DE DEMANDA EN SAP
PLI-MA-010;;PLO-MA-008;Operaciones ;Planificación de Operaciones;Aprobado;;;;;0;ngranda@exsa.net;MANUAL;;;;;21/01/2016;21/01/2016;1;Perú;Evaluación de Capacidad de Producción a Grandes Rasgos en SAP
PLI-TA-001;;PLO-TA-001;Operaciones ;Planificación de Operaciones;Aprobado;;;;;0;ngranda@exsa.net;TABLA;;;;;8/09/2017;8/09/2017;3;Perú;PLANEACIÓN DE LA DISTRIBUCIÓN DE LOS RECURSOS (DRP)
